OFFSET,TOKEN,LEMMA,UPOS,XPOS,MORPH,HEAD,DEPREL,,,SMWE,,LEXLEMMA,SCENE ROLE,FUNCTION
43,sein,sein,VAINF,VAINF,_,32,advcl,_,_,_,_,_,_,_
44,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Er sagt sich : `` Irgendwo dort ist meine Blume ... '' Aber wenn das Schaf die Blume frisst , so ist es für ihn so , als seien ganz plötzlich alle Sterne verschwunden .",,,,,,,,,,,,,,
1,Er,er,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
2,sagt,sagt,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,sich,sich,PRF,PRF,_,2,dobj,_,_,_,_,PRON_DAT,Recipient,Recipient
4,:,:,$.,$.,_,2,punct,_,_,_,_,_,_,_
5,``,``,FM,FM,_,6,punct,_,_,_,_,_,_,_
6,Irgendwo,irgendwo,FM,FM,_,10,nsubj,_,_,_,_,_,_,_
7,dort,dort,ADV,ADV,_,6,advmod,_,_,_,_,_,_,_
8,ist,ist,VAFIN,VAFIN,_,10,cop,_,_,_,_,_,_,_
9,meine,meine,PPOSAT,PPOSAT,_,10,det,_,_,_,_,PRON_POSS,Gestalt,Gestalt
10,Blume,blume,NOUN,NN,Number=Sing,2,parataxis,_,_,_,_,_,_,_
11,...,...,$[,$[,_,10,punct,_,_,_,_,_,_,_
12,'','',VVPP,VVPP,_,10,punct,_,_,_,_,_,_,_
13,Aber,aber,KON,KON,_,10,cc,_,_,_,_,_,_,_
14,wenn,wenn,KOUS,KOUS,_,19,mark,_,_,_,_,_,_,_
15,das,das,ART,ART,_,16,det,_,_,_,_,_,_,_
16,Schaf,schaf,NOUN,NN,Number=Sing,19,nsubj,_,_,_,_,_,_,_
17,die,die,ART,ART,_,18,det,_,_,_,_,_,_,_
18,Blume,blume,NOUN,NN,Number=Sing,19,dobj,_,_,_,_,_,_,_
19,frisst,frisst,VVFIN,VVFIN,_,10,conj,_,_,_,_,_,_,_
20,",",",","$,","$,",_,19,punct,_,_,_,_,_,_,_
21,so,so,ADV,ADV,_,22,advmod,_,_,_,_,_,_,_
22,ist,ist,VAFIN,VAFIN,_,19,ccomp,_,_,_,_,_,_,_
23,es,es,PPER,PPER,_,22,nsubj,_,_,_,_,_,_,_
24,für,für,APPR,APPR,_,25,case,_,_,_,_,für,Experiencer,Beneficiary
25,ihn,ihn,PPER,PPER,_,22,nmod,_,_,_,_,_,_,_
26,so,so,ADV,ADV,_,34,advmod,_,_,_,_,_,_,_
27,",",",","$,","$,",_,34,punct,_,_,_,_,_,_,_
28,als,als,KOUS,KOUS,_,34,mark,_,_,_,_,als,ComparisonRef,ComparisonRef
29,seien,seien,VAFIN,VAFIN,_,34,aux,_,_,_,_,_,_,_
30,ganz,ganz,ADV,ADV,_,31,advmod,_,_,_,_,_,_,_
31,plötzlich,plötzlich,ADJD,ADJD,_,34,advmod,_,_,_,_,_,_,_
32,alle,alle,PIDAT,PIDAT,_,33,det,_,_,_,_,_,_,_
33,Sterne,sterne,NOUN,NN,Number=Sing,34,dobj,_,_,_,_,_,_,_
34,verschwunden,verschwunden,VVPP,VVPP,_,22,acl,_,_,_,_,_,_,_
35,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Und das soll nicht wichtig sein ? '',,,,,,,,,,,,,,
1,Und,und,KON,KON,_,5,cc,_,_,_,_,_,_,_
2,das,das,PDS,PDS,_,5,nsubj,_,_,_,_,_,_,_
3,soll,soll,VMFIN,VMFIN,_,5,aux,_,_,_,_,_,_,_
4,nicht,nicht,PTKNEG,PTKNEG,_,5,neg,_,_,_,_,_,_,_
5,wichtig,wichtig,ADJD,ADJD,_,0,root,_,_,_,_,_,_,_
6,sein,sein,VAINF,VAINF,_,5,aux,_,_,_,_,_,_,_
7,?,?,$.,$.,_,5,punct,_,_,_,_,_,_,_
8,'','',VVFIN,VVFIN,_,5,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
# text = Ich hatte mein Werkzeug beiseitegelegt .,,,,,,,,,,,,,,
1,Ich,ich,PPER,PPER,_,5,nsubj,_,_,_,_,_,_,_
2,hatte,hatte,VAFIN,VAFIN,_,5,aux,_,_,_,_,_,_,_
3,mein,mein,PPOSAT,PPOSAT,_,4,det,_,_,_,_,PRON_POSS,Possessor,Possessor
4,Werkzeug,werkzeug,NOUN,NN,Number=Sing,5,dobj,_,_,_,_,_,_,_
5,beiseitegelegt,beiseitegelegt,VVPP,VVPP,_,0,root,_,_,_,_,_,_,_
6,.,.,$.,$.,_,5,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Mein Hammer , mein Bolzen , der Durst und der Hunger erschienen mir auf einmal albern .",,,,,,,,,,,,,,
1,Mein,mein,PPOSAT,PPOSAT,_,2,det,_,_,_,_,PRON_POSS,Possessor,Possessor
2,Hammer,hammer,NE,NE,_,12,nsubj,_,_,_,_,_,_,_
3,",",",","$,","$,",_,2,punct,_,_,_,_,_,_,_
4,mein,mein,PPOSAT,PPOSAT,_,5,det,_,_,_,_,PRON_POSS,Gestalt,Gestalt
5,Bolzen,bolzen,NOUN,NN,Number=Sing,2,conj,_,_,_,_,_,_,_
6,",",",","$,","$,",_,2,punct,_,_,_,_,_,_,_
7,der,der,ART,ART,_,8,det,_,_,_,_,_,_,_
8,Durst,durst,NOUN,NN,Number=Sing,2,conj,_,_,_,_,_,_,_
9,und,und,KON,KON,_,2,cc,_,_,_,_,_,_,_
10,der,der,ART,ART,_,11,det,_,_,_,_,_,_,_
11,Hunger,hunger,NOUN,NN,Number=Sing,2,conj,_,_,_,_,_,_,_
12,erschienen,erschienen,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
13,mir,mir,PPER,PPER,_,12,iobj,_,_,_,_,PRON_DAT,Experiencer,Recipient
14,auf,auf,APPR,APPR,_,16,case,_,_,_,_,auf,Manner,Goal
15,einmal,einmal,ADV,ADV,_,16,advmod,_,_,_,_,_,_,_
16,albern,albern,VVPP,VVPP,_,12,nmod,_,_,_,_,_,_,_
17,.,.,$.,$.,_,12,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Es gab auf einem Stern , auf einem Planeten , auf meinem Planeten , der Erde , einen kleinen Prinzen zu trösten .",,,,,,,,,,,,,,
1,Es,es,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
2,gab,gab,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,auf,auf,APPR,APPR,_,5,case,_,_,_,_,auf,Locus,Locus
4,einem,einem,ART,ART,_,5,det,_,_,_,_,_,_,_
5,Stern,stern,NOUN,NN,Number=Sing,2,nmod,_,_,_,_,_,_,_
6,",",",","$,","$,",_,2,punct,_,_,_,_,_,_,_
7,auf,auf,APPR,APPR,_,9,case,_,_,_,_,auf,Locus,Locus
8,einem,einem,ART,ART,_,9,det,_,_,_,_,_,_,_
9,Planeten,planeten,NOUN,NN,Number=Sing,2,nmod,_,_,_,_,_,_,_
10,",",",","$,","$,",_,9,punct,_,_,_,_,_,_,_
11,auf,auf,APPR,APPR,_,13,case,_,_,_,_,auf,Locus,Locus
12,meinem,meinem,PPOSAT,PPOSAT,_,13,det,_,_,_,_,PRON_POSS,Gestalt,Gestalt
13,Planeten,planeten,NOUN,NN,Number=Sing,9,nmod,_,_,_,_,_,_,_
14,",",",","$,","$,",_,13,punct,_,_,_,_,_,_,_
15,der,der,ART,ART,_,16,det,_,_,_,_,_,_,_
16,Erde,erde,NOUN,NN,Number=Sing,13,conj,_,_,_,_,_,_,_
17,",",",","$,","$,",_,13,punct,_,_,_,_,_,_,_
18,einen,einen,ART,ART,_,20,det,_,_,_,_,_,_,_
19,kleinen,kleinen,ADJA,ADJA,_,20,amod,_,_,_,_,_,_,_
20,Prinzen,prinzen,NOUN,NN,Number=Sing,22,dobj,_,_,_,_,_,_,_
21,zu,zu,PTKZU,PTKZU,_,22,aux,_,_,_,_,_,_,_
22,trösten,trösten,VVINF,VVINF,_,13,acl,_,_,_,_,_,_,_
23,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Ich nahm ihn in die Arme .,,,,,,,,,,,,,,
1,Ich,ich,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
2,nahm,nahm,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,ihn,ihn,PPER,PPER,_,2,dobj,_,_,_,_,_,_,_
4,in,in,APPR,APPR,_,6,case,_,_,_,_,in,Goal,Goal
5,die,die,ART,ART,_,6,det,_,_,_,_,_,_,_
6,Arme,arme,NOUN,NN,Number=Sing,2,nmod,_,_,_,_,_,_,_
7,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Ich wiegte ihn .,,,,,,,,,,,,,,
1,Ich,ich,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
2,wiegte,wiegte,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,ihn,ihn,PPER,PPER,_,2,dobj,_,_,_,_,_,_,_
4,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Ich sagte zu ihm : `` Deine geliebte Blume ist nicht in Gefahr ... Ich werde deinem Schaf einen Maulkorb zeichnen .,,,,,,,,,,,,,,
1,Ich,ich,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
2,sagte,sagte,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,zu,zu,APPR,APPR,_,4,case,_,_,_,_,zu,Recipient,Goal
4,ihm,ihm,PPER,PPER,_,2,nmod,_,_,_,_,_,_,_
5,:,:,$.,$.,_,2,punct,_,_,_,_,_,_,_
6,``,``,ADJA,ADJA,_,9,punct,_,_,_,_,_,_,_
7,Deine,deine,NOUN,NN,Number=Sing,9,det,_,_,_,_,PRON_POSS,Gestalt,Gestalt
8,geliebte,geliebte,ADJA,ADJA,_,9,amod,_,_,_,_,_,_,_
9,Blume,blume,NE,NE,_,21,nsubj,_,_,_,_,_,_,_
10,ist,ist,VAFIN,VAFIN,_,21,cop,_,_,_,_,_,_,_
11,nicht,nicht,PTKNEG,PTKNEG,_,13,neg,_,_,_,_,_,_,_
12,in,in,APPR,APPR,_,13,case,_,_,_,_,in,Circumstance,Locus
13,Gefahr,gefahr,NOUN,NN,Number=Sing,21,nmod,_,_,_,_,_,_,_
14,...,...,$[,$[,_,13,punct,_,_,_,_,_,_,_
15,Ich,ich,PPER,PPER,_,21,dobj,_,_,_,_,_,_,_
16,werde,werde,VAFIN,VAFIN,_,21,aux,_,_,_,_,_,_,_
17,deinem,deinem,ADJA,ADJA,_,18,amod,_,_,_,_,PRON_POSS,Possessor,Possessor
18,Schaf,schaf,NOUN,NN,Number=Sing,21,nsubj,_,_,_,_,_,_,_
19,einen,einen,ART,ART,_,20,det,_,_,_,_,_,_,_
20,Maulkorb,maulkorb,NOUN,NN,Number=Sing,21,dobj,_,_,_,_,_,_,_
21,zeichnen,zeichnen,VVINF,VVINF,_,2,parataxis,_,_,_,_,_,_,_
22,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Ich zeichne dir eine Rüstung für deine Blume ... Ich ... '' Ich wusste wirklich nicht , was ich sagen sollte .",,,,,,,,,,,,,,
1,Ich,ich,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
2,zeichne,zeichne,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,dir,dir,PPER,PPER,_,2,dobj,_,_,_,_,PRON_DAT,Beneficiary,Recipient
4,eine,eine,ART,ART,_,5,det,_,_,_,_,_,_,_
5,Rüstung,rüstung,NOUN,NN,Number=Sing,2,dobj,_,_,_,_,_,_,_
6,für,für,APPR,APPR,_,8,case,_,_,_,_,für,Beneficiary,Beneficiary
7,deine,deine,PPOSAT,PPOSAT,_,8,det,_,_,_,_,PRON_POSS,Gestalt,Gestalt
8,Blume,blume,NOUN,NN,Number=Sing,5,nmod,_,_,_,_,_,_,_
9,...,...,$[,$[,_,5,punct,_,_,_,_,_,_,_
10,Ich,ich,PPER,PPER,_,14,nsubj,_,_,_,_,_,_,_
11,...,...,$[,$[,_,14,punct,_,_,_,_,_,_,_
12,'','',VVFIN,VVFIN,_,14,punct,_,_,_,_,_,_,_
13,Ich,ich,PPER,PPER,_,14,nsubj,_,_,_,_,_,_,_
14,wusste,wusste,ADV,ADV,_,5,parataxis,_,_,_,_,_,_,_
15,wirklich,wirklich,ADJD,ADJD,_,14,advmod,_,_,_,_,_,_,_
16,nicht,nicht,PTKNEG,PTKNEG,_,14,neg,_,_,_,_,_,_,_
17,",",",","$,","$,",_,14,punct,_,_,_,_,_,_,_
18,was,was,PWS,PWS,_,20,dobj,_,_,_,_,_,_,_
19,ich,ich,PPER,PPER,_,20,nsubj,_,_,_,_,_,_,_
20,sagen,sagen,VVINF,VVINF,_,14,acl,_,_,_,_,_,_,_
21,sollte,sollte,VMFIN,VMFIN,_,20,aux,_,_,_,_,_,_,_
22,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Ich fühlte mich sehr schlecht .,,,,,,,,,,,,,,
1,Ich,ich,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
2,fühlte,fühlte,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,mich,mich,PRF,PRF,_,2,dobj,_,_,_,_,_,_,_
4,sehr,sehr,ADV,ADV,_,5,advmod,_,_,_,_,_,_,_
5,schlecht,schlecht,ADJD,ADJD,_,2,advmod,_,_,_,_,_,_,_
6,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Ich wusste nicht , wie ich ihm näher komme , wie ich ihm beistehen konnte ... Das Land der Tränen ist voller Geheimnisse .",,,,,,,,,,,,,,
1,Ich,ich,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
2,wusste,wusste,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,nicht,nicht,PTKNEG,PTKNEG,_,2,neg,_,_,_,_,_,_,_
4,",",",","$,","$,",_,2,punct,_,_,_,_,_,_,_
5,wie,wie,PWAV,PWAV,_,9,mark,_,_,_,_,wie,Manner,ComparisonRef
6,ich,ich,PPER,PPER,_,9,nsubj,_,_,_,_,_,_,_
7,ihm,ihm,PPER,PPER,_,9,iobj,_,_,_,_,PRON_DAT,Goal,Recipient
8,näher,näher,ADJD,ADJD,_,9,advmod,_,_,_,_,_,_,_
9,komme,komme,VVFIN,VVFIN,_,2,ccomp,_,_,_,_,_,_,_
10,",",",","$,","$,",_,9,punct,_,_,_,_,_,_,_
11,wie,wie,PWAV,PWAV,_,14,mark,_,_,_,_,wie,Manner,ComparisonRef
12,ich,ich,PPER,PPER,_,14,nsubj,_,_,_,_,_,_,_
13,ihm,ihm,PPER,PPER,_,14,iobj,_,_,_,_,PRON_DAT,Beneficiary,Recipient
14,beistehen,beistehen,VVINF,VVINF,_,9,ccomp,_,_,_,_,_,_,_
15,konnte,konnte,VMFIN,VMFIN,_,14,aux,_,_,_,_,_,_,_
16,...,...,$[,$[,_,2,punct,_,_,_,_,_,_,_
17,Das,das,ART,ART,_,18,det,_,_,_,_,_,_,_
18,Land,land,NOUN,NN,Number=Sing,23,nsubj,_,_,_,_,_,_,_
19,der,der,ART,ART,_,20,det,_,_,_,_,_,_,_
20,Tränen,tränen,NOUN,NN,Number=Sing,18,det,_,_,_,_,_,_,_
21,ist,ist,VAFIN,VAFIN,_,23,cop,_,_,_,_,_,_,_
22,voller,voller,ADJA,ADJA,_,23,advmod,_,_,_,_,_,_,_
23,Geheimnisse,geheimnisse,NOUN,NN,Number=Sing,2,parataxis,_,_,_,_,_,_,_
24,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
