OFFSET,TOKEN,LEMMA,UPOS,XPOS,MORPH,HEAD,DEPREL,,,SMWE,,LEXLEMMA,SS,SS2
10,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Nach fünf Minuten ödete die Eintönigkeit des Spiels den kleinen Prinzen an :,,,,,,,,,,,,,,
1,Nach,nach,APPR,APPR,_,3,case,_,_,_,_,nach,p.Duration,p.EndTime
2,fünf,fünf,CARD,CARD,_,3,nummod,_,_,_,_,_,_,_
3,Minuten,minuten,NOUN,NN,Number=Sing,4,nmod,_,_,_,_,_,_,_
4,ödete,ödete,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
5,die,die,ART,ART,_,6,det,_,_,_,_,_,_,_
6,Eintönigkeit,eintönigkeit,NOUN,NN,Number=Sing,4,nsubj,_,_,_,_,_,_,_
7,des,des,ART,ART,_,8,det,_,_,_,_,_,_,_
8,Spiels,spiels,NOUN,NN,Number=Sing,6,det,_,_,_,_,_,_,_
9,den,den,ART,ART,_,11,det,_,_,_,_,_,_,_
10,kleinen,kleinen,ADJA,ADJA,_,11,amod,_,_,_,_,_,_,_
11,Prinzen,prinzen,NOUN,NN,Number=Sing,4,dobj,_,_,_,_,_,_,_
12,an,an,PTKVZ,PTKVZ,_,4,mark,_,_,_,_,an,p.Causer,p.Causer
13,:,:,$.,$.,_,4,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = - `` Und was muss man tun , damit der Hut runterfällt ? ''",,,,,,,,,,,,,,
1,-,-,$[,$[,_,7,punct,_,_,_,_,_,_,_
2,``,``,TRUNC,TRUNC,_,7,aux,_,_,_,_,_,_,_
3,Und,und,KON,KON,_,7,cc,_,_,_,_,_,_,_
4,was,was,PIS,PIS,_,7,dobj,_,_,_,_,_,_,_
5,muss,muss,VVFIN,VVFIN,_,7,aux,_,_,_,_,_,_,_
6,man,man,PIS,PIS,_,7,nsubj,_,_,_,_,_,_,_
7,tun,tun,VVINF,VVINF,_,0,root,_,_,_,_,_,_,_
8,",",",","$,","$,",_,7,punct,_,_,_,_,_,_,_
9,damit,damit,KOUS,KOUS,_,12,advmod,_,_,_,_,damit,p.Purpose,p.Purpose
10,der,der,ART,ART,_,11,det,_,_,_,_,_,_,_
11,Hut,hut,NOUN,NN,Number=Sing,12,nsubj,_,_,_,_,_,_,_
12,runterfällt,runterfällt,VVFIN,VVFIN,_,7,ccomp,_,_,_,_,_,_,_
13,?,?,$.,$.,_,12,punct,_,_,_,_,_,_,_
14,'','',NOUN,NN,Number=Sing,7,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Doch der Eitle hörte ihn nicht .,,,,,,,,,,,,,,
1,Doch,doch,KON,KON,_,4,cc,_,_,_,_,_,_,_
2,der,der,ART,ART,_,3,det,_,_,_,_,_,_,_
3,Eitle,eitle,NOUN,NN,Number=Sing,4,nsubj,_,_,_,_,_,_,_
4,hörte,hörte,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
5,ihn,ihn,PPER,PPER,_,4,dobj,_,_,_,_,_,_,_
6,nicht,nicht,PTKNEG,PTKNEG,_,4,neg,_,_,_,_,_,_,_
7,.,.,$.,$.,_,4,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Eitle Menschen hören nur , wenn sie gelobt werden .",,,,,,,,,,,,,,
1,Eitle,eitle,CARD,CARD,_,2,nummod,_,_,_,_,_,_,_
2,Menschen,menschen,NOUN,NN,Number=Sing,3,nsubj,_,_,_,_,_,_,_
3,hören,hören,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
4,nur,nur,ADV,ADV,_,3,advmod,_,_,_,_,_,_,_
5,",",",","$,","$,",_,3,punct,_,_,_,_,_,_,_
6,wenn,wenn,KOUS,KOUS,_,8,mark,_,_,_,_,_,_,_
7,sie,sie,PPER,PPER,_,8,nsubjpass,_,_,_,_,_,_,_
8,gelobt,gelobt,VVPP,VVPP,_,3,advcl,_,_,_,_,_,_,_
9,werden,werden,VAFIN,VAFIN,_,8,auxpass,_,_,_,_,_,_,_
10,.,.,$.,$.,_,3,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = - `` Verehrst du mich wirklich ? '',,,,,,,,,,,,,,
1,-,-,$[,$[,_,3,punct,_,_,_,_,_,_,_
2,``,``,ADV,ADV,_,3,punct,_,_,_,_,_,_,_
3,Verehrst,verehrst,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
4,du,du,PPER,PPER,_,3,case,_,_,_,_,_,_,_
5,mich,mich,PRF,PRF,_,4,dep,_,_,_,_,_,_,_
6,wirklich,wirklich,ADV,ADV,_,5,appos,_,_,_,_,_,_,_
7,?,?,$.,$.,_,6,punct,_,_,_,_,_,_,_
8,'','',NOUN,NN,Number=Sing,6,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = , fragte er den kleinen Prinzen .",,,,,,,,,,,,,,
1,",",",","$,","$,",_,2,punct,_,_,_,_,_,_,_
2,fragte,fragte,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,er,er,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
4,den,den,ART,ART,_,6,det,_,_,_,_,_,_,_
5,kleinen,kleinen,ADJA,ADJA,_,6,amod,_,_,_,_,_,_,_
6,Prinzen,prinzen,NOUN,NN,Number=Sing,2,dobj,_,_,_,_,_,_,_
7,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = - `` Was bedeutet verehren ? '',,,,,,,,,,,,,,
1,-,-,$[,$[,_,4,punct,_,_,_,_,_,_,_
2,``,``,ADV,ADV,_,4,punct,_,_,_,_,_,_,_
3,Was,was,PWS,PWS,_,4,nsubj,_,_,_,_,_,_,_
4,bedeutet,bedeutet,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
5,verehren,verehren,VVFIN,VVFIN,_,4,xcomp,_,_,_,_,_,_,_
6,?,?,$.,$.,_,5,punct,_,_,_,_,_,_,_
7,'','',VVFIN,VVFIN,_,4,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = - `` Verehren bedeutet , zuzugeben , dass ich der schönste , an dem besten gekleidete , reichste und intelligenteste Mensch auf dem Planeten bin . ''",,,,,,,,,,,,,,
1,-,-,$[,$[,_,3,punct,_,_,_,_,_,_,_
2,``,``,ADJA,ADJA,_,3,punct,_,_,_,_,_,_,_
3,Verehren,verehren,NOUN,NN,Number=Sing,0,root,_,_,_,_,_,_,_
4,bedeutet,bedeutet,VVFIN,VVFIN,_,3,xcomp,_,_,_,_,_,_,_
5,",",",","$,","$,",_,4,punct,_,_,_,_,_,_,_
6,zuzugeben,zuzugeben,VVINF,VVINF,_,4,conj,_,_,_,_,_,_,_
7,",",",","$,","$,",_,4,punct,_,_,_,_,_,_,_
8,dass,dass,KOUS,KOUS,_,4,conj,_,_,_,_,_,_,_
9,ich,ich,PPER,PPER,_,8,root,_,_,_,_,_,_,_
10,der,der,ART,ART,_,11,det,_,_,_,_,_,_,_
11,schönste,schönste,ADJA,ADJA,_,9,acl,_,_,_,_,_,_,_
12,",",",","$,","$,",_,11,punct,_,_,_,_,_,_,_
13,an,a,APPR,APPR,_,16,case,_,_,_,_,an,p.ComparisonRef,p.ComparisonRef
14,dem,dem,ART,ART,_,16,det,_,_,_,_,_,_,_
15,besten,besten,ADJA,ADJA,_,16,amod,_,_,_,_,_,_,_
16,gekleidete,gekleidete,ADJA,ADJA,_,21,amod,_,_,_,_,_,_,_
17,",",",","$,","$,",_,16,punct,_,_,_,_,_,_,_
18,reichste,reichste,ADJA,ADJA,_,16,conj,_,_,_,_,_,_,_
19,und,und,KON,KON,_,16,cc,_,_,_,_,_,_,_
20,intelligenteste,intelligenteste,ADJA,ADJA,_,16,conj,_,_,_,_,_,_,_
21,Mensch,mensch,NOUN,NN,Number=Sing,25,nsubj,_,_,_,_,_,_,_
22,auf,auf,APPR,APPR,_,24,case,_,_,_,_,auf,p.Locus,p.Locus
23,dem,dem,ART,ART,_,24,det,_,_,_,_,_,_,_
24,Planeten,planeten,NOUN,NN,Number=Sing,21,nmod,_,_,_,_,_,_,_
25,bin,bin,VAFIN,VAFIN,_,11,conj,_,_,_,_,_,_,_
26,.,.,$.,$.,_,25,punct,_,_,_,_,_,_,_
27,'','',VVPP,VVPP,_,9,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = - `` Aber du bist ganz allein auf deinem Planeten ! '',,,,,,,,,,,,,,
1,-,-,$[,$[,_,10,punct,_,_,_,_,_,_,_
2,``,``,NE,NE,_,10,punct,_,_,_,_,_,_,_
3,Aber,aber,KON,KON,_,10,cc,_,_,_,_,_,_,_
4,du,du,PPER,PPER,_,10,expl,_,_,_,_,_,_,_
5,bist,bist,VAFIN,VAFIN,_,10,aux,_,_,_,_,_,_,_
6,ganz,ganz,ADV,ADV,_,7,advmod,_,_,_,_,_,_,_
7,allein,allein,ADV,ADV,_,10,advmod,_,_,_,_,_,_,_
8,auf,auf,APPR,APPR,_,9,case,_,_,_,_,_,p.Locus,p.Locus
9,deinem,deinem,ADJA,ADJA,_,10,nmod,_,_,_,_,_,p.Possessor,p.Gestalt
10,Planeten,planeten,NOUN,NN,Number=Sing,0,root,_,_,_,_,_,_,_
11,!,!,$.,$.,_,10,punct,_,_,_,_,_,_,_
12,'','',VVPP,VVPP,_,10,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = ##,,,,,,,,,,,,,,
1,##,##,XY,XY,_,0,root,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = - `` Tue mir den Gefallen .,,,,,,,,,,,,,,
1,-,-,$[,$[,_,3,punct,_,_,_,_,_,_,_
2,``,``,ADV,ADV,_,3,punct,_,_,_,_,_,_,_
3,Tue,tue,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
4,mir,mir,PPER,PPER,_,3,iobj,_,_,_,_,_,p.Experiencer,p.Beneficiary
5,den,den,ART,ART,_,6,det,_,_,_,_,_,_,_
6,Gefallen,gefallen,NOUN,NN,Number=Sing,3,dobj,_,_,_,_,_,_,_
7,.,.,$.,$.,_,3,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Verehre mich trotzdem ! '',,,,,,,,,,,,,,
1,Verehre,verehre,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
2,mich,mich,PRF,PRF,_,1,dobj,_,_,_,_,_,_,_
3,trotzdem,trotzdem,PROAV,PROAV,_,1,advmod,_,_,_,_,_,_,_
4,!,!,$.,$.,_,1,punct,_,_,_,_,_,_,_
5,'','',VVFIN,VVFIN,_,1,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = - `` Ich verehre dich '' , sagte der kleine Prinz , und zuckte dabei mit den Schultern .",,,,,,,,,,,,,,
1,-,-,$[,$[,_,5,punct,_,_,_,_,_,_,_
2,``,``,ADJD,ADJD,_,5,punct,_,_,_,_,_,_,_
3,Ich,ich,PPER,PPER,_,5,nsubj,_,_,_,_,_,_,_
4,verehre,verehre,VVFIN,VVFIN,_,5,name,_,_,_,_,_,_,_
5,dich,dich,PRF,PRF,_,0,root,_,_,_,_,_,_,_
6,'','',ADV,ADV,_,5,punct,_,_,_,_,_,_,_
7,",",",","$,","$,",_,5,punct,_,_,_,_,_,_,_
8,sagte,sagte,VVFIN,VVFIN,_,5,acl,_,_,_,_,_,_,_
9,der,der,ART,ART,_,11,det,_,_,_,_,_,_,_
10,kleine,kleine,ADJA,ADJA,_,11,amod,_,_,_,_,_,_,_
11,Prinz,prinz,NOUN,NN,Number=Sing,8,nsubj,_,_,_,_,_,_,_
12,",",",","$,","$,",_,11,punct,_,_,_,_,_,_,_
13,und,und,KON,KON,_,11,cc,_,_,_,_,_,_,_
14,zuckte,zuckte,VVFIN,VVFIN,_,11,conj,_,_,_,_,_,_,_
15,dabei,dabei,PROAV,PROAV,_,8,advmod,_,_,_,_,dabei,p.Manner,p.Manner
16,mit,mit,APPR,APPR,_,18,case,_,_,_,_,mit,p.Manner,p.Manner
17,den,den,ART,ART,_,18,det,_,_,_,_,_,_,_
18,Schultern,schultern,NOUN,NN,Number=Sing,8,nmod,_,_,_,_,_,_,_
19,.,.,$.,$.,_,5,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = `` Aber warum interessiert dich das bloß ? '',,,,,,,,,,,,,,
1,``,``,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
2,Aber,aber,KON,KON,_,1,dep,_,_,_,_,_,_,_
3,warum,warum,PWAV,PWAV,_,4,advmod,_,_,_,_,_,_,_
4,interessiert,interessiert,VVFIN,VVFIN,_,2,root,_,_,_,_,_,_,_
5,dich,dich,PRF,PRF,_,4,nsubj,_,_,_,_,_,_,_
6,das,das,PDS,PDS,_,7,det,_,_,_,_,_,_,_
7,bloß,bloß,ADV,ADV,_,5,appos,_,_,_,_,_,_,_
8,?,?,$.,$.,_,7,punct,_,_,_,_,_,_,_
9,'','',NOUN,NN,Number=Sing,4,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = - Und der kleine Prinz brach wieder auf .,,,,,,,,,,,,,,
1,-,-,$[,$[,_,6,punct,_,_,_,_,_,_,_
2,Und,und,KON,KON,_,6,cc,_,_,_,_,_,_,_
3,der,der,ART,ART,_,5,det,_,_,_,_,_,_,_
4,kleine,kleine,ADJA,ADJA,_,5,amod,_,_,_,_,_,_,_
5,Prinz,prinz,NOUN,NN,Number=Sing,6,nsubj,_,_,_,_,_,_,_
6,brach,brach,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
7,wieder,wieder,ADV,ADV,_,6,advmod,_,_,_,_,_,_,_
8,auf,auf,PTKVZ,PTKVZ,_,6,mark,_,_,_,_,auf,p.Direction,p.Direction
9,.,.,$.,$.,_,6,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = - `` Die Erwachsenen sind doch wirklich ungewöhnlich ! '',,,,,,,,,,,,,,
1,-,-,$[,$[,_,8,punct,_,_,_,_,_,_,_
2,``,``,ADV,ADV,_,8,punct,_,_,_,_,_,_,_
3,Die,die,ART,ART,_,4,det,_,_,_,_,_,_,_
4,Erwachsenen,erwachsenen,NOUN,NN,Number=Sing,8,nsubj,_,_,_,_,_,_,_
5,sind,sind,VAFIN,VAFIN,_,8,cop,_,_,_,_,_,_,_
6,doch,doch,ADV,ADV,_,8,advmod,_,_,_,_,_,_,_
7,wirklich,wirklich,ADJD,ADJD,_,8,advmod,_,_,_,_,_,_,_
8,ungewöhnlich,ungewöhnlich,ADJD,ADJD,_,0,root,_,_,_,_,_,_,_
9,!,!,$.,$.,_,8,punct,_,_,_,_,_,_,_
10,'','',ADV,ADV,_,8,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = , sagte er sich auf seiner Reise .",,,,,,,,,,,,,,
1,",",",","$,","$,",_,2,punct,_,_,_,_,_,_,_
2,sagte,sagte,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,er,er,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
4,sich,sich,PPER,PPER,_,2,dobj,_,_,_,_,_,p.Stimulus,p.Goal
5,auf,auf,APPR,APPR,_,7,case,_,_,_,_,_,p.Time,p.Locus
6,seiner,seiner,PPOSAT,PPOSAT,_,7,det,_,_,_,_,_,p.Experiencer,p.Gestalt
7,Reise,reise,NOUN,NN,Number=Sing,2,nmod,_,_,_,_,_,_,_
8,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = ##,,,,,,,,,,,,,,
1,##,##,XY,XY,_,0,root,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Kapitel XII,,,,,,,,,,,,,,
1,Kapitel,kapitel,NE,NE,_,0,root,_,_,_,_,_,_,_
2,XII,xii,NE,NE,_,1,appos,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Auf dem nächsten Planeten wohnte ein Säufer .,,,,,,,,,,,,,,
1,Auf,auf,APPR,APPR,_,4,case,_,_,_,_,_,p.Locus,p.Locus
2,dem,dem,ART,ART,_,4,det,_,_,_,_,_,_,_
3,nächsten,nächsten,ADJA,ADJA,_,4,amod,_,_,_,_,_,_,_
4,Planeten,planeten,NOUN,NN,Number=Sing,5,nmod,_,_,_,_,_,_,_
5,wohnte,wohnte,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
6,ein,ein,ART,ART,_,7,det,_,_,_,_,_,_,_
7,Säufer,säufer,NOUN,NN,Number=Sing,5,nsubj,_,_,_,_,_,_,_
8,.,.,$.,$.,_,5,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Es war ein sehr kurzer Besuch , doch tauchte er den kleinen Prinzen in eine große Traurigkeit :",,,,,,,,,,,,,,
1,Es,es,PPER,PPER,_,6,nsubj,_,_,_,_,_,_,_
2,war,war,VAFIN,VAFIN,_,6,cop,_,_,_,_,_,_,_
3,ein,ein,ART,ART,_,6,det,_,_,_,_,_,_,_
4,sehr,sehr,ADV,ADV,_,5,advmod,_,_,_,_,_,_,_
5,kurzer,kurzer,ADJA,ADJA,_,6,amod,_,_,_,_,_,_,_
6,Besuch,besuch,NOUN,NN,Number=Sing,0,root,_,_,_,_,_,_,_
7,",",",","$,","$,",_,6,punct,_,_,_,_,_,_,_
8,doch,doch,ADV,ADV,_,9,advmod,_,_,_,_,_,_,_
9,tauchte,tauchte,VVFIN,VVFIN,_,6,parataxis,_,_,_,_,_,_,_
10,er,er,PPER,PPER,_,9,nsubj,_,_,_,_,_,_,_
11,den,den,ART,ART,_,13,det,_,_,_,_,_,_,_
12,kleinen,kleinen,ADJA,ADJA,_,13,amod,_,_,_,_,_,_,_
13,Prinzen,prinzen,NOUN,NN,Number=Sing,9,dobj,_,_,_,_,_,_,_
14,in,in,APPR,APPR,_,17,case,_,_,_,_,in,p.Manner,p.Manner
15,eine,eine,ART,ART,_,17,det,_,_,_,_,_,_,_
16,große,große,ADJA,ADJA,_,17,amod,_,_,_,_,_,_,_
17,Traurigkeit,traurigkeit,NOUN,NN,Number=Sing,13,nmod,_,_,_,_,_,_,_
18,:,:,$.,$.,_,6,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = - `` Was machst du da ? '',,,,,,,,,,,,,,
1,-,-,$[,$[,_,4,punct,_,_,_,_,_,_,_
2,``,``,ADV,ADV,_,4,punct,_,_,_,_,_,_,_
3,Was,was,PWS,PWS,_,4,dobj,_,_,_,_,_,_,_
4,machst,machst,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
5,du,du,PPER,PPER,_,4,case,_,_,_,_,_,_,_
6,da,da,ADV,ADV,_,5,advmod,_,_,_,_,_,_,_
7,?,?,$.,$.,_,6,punct,_,_,_,_,_,_,_
8,'','',NOUN,NN,Number=Sing,4,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = , fragte er den Säufer , der schweigend vor einer Ansammlung leerer und voller Flaschen saß .",,,,,,,,,,,,,,
1,",",",","$,","$,",_,2,punct,_,_,_,_,_,_,_
2,fragte,fragte,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,er,er,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
4,den,den,ART,ART,_,5,det,_,_,_,_,_,_,_
5,Säufer,säufer,NOUN,NN,Number=Sing,2,dobj,_,_,_,_,_,_,_
6,",",",","$,","$,",_,5,punct,_,_,_,_,_,_,_
7,der,der,PRELS,PRELS,_,8,det,_,_,_,_,_,_,_
8,schweigend,schweigend,ADV,ADV,_,16,nsubj,_,_,_,_,_,_,_
9,vor,vor,APPR,APPR,_,12,case,_,_,_,_,vor,p.Locus,p.Locus
10,einer,einer,ART,ART,_,12,det,_,_,_,_,_,_,_
11,Ansammlung,ansammlung,NOUN,NN,Number=Sing,12,amod,_,_,_,_,_,_,_
12,leerer,leerer,ADJA,ADJA,_,8,nmod,_,_,_,_,_,_,_
13,und,und,KON,KON,_,12,cc,_,_,_,_,_,_,_
14,voller,voller,ADJA,ADJA,_,15,amod,_,_,_,_,_,_,_
15,Flaschen,flaschen,NOUN,NN,Number=Sing,12,conj,_,_,_,_,_,_,_
16,saß,saß,VVFIN,VVFIN,_,5,acl,_,_,_,_,_,_,_
17,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = - `` Ich saufe '' , antwortete finster der Säufer .",,,,,,,,,,,,,,
1,-,-,$[,$[,_,4,punct,_,_,_,_,_,_,_
2,``,``,VVFIN,VVFIN,_,4,punct,_,_,_,_,_,_,_
3,Ich,ich,PPER,PPER,_,4,nsubj,_,_,_,_,_,_,_
4,saufe,saufe,FM,FM,_,0,root,_,_,_,_,_,_,_
5,'','',FM,FM,_,4,punct,_,_,_,_,_,_,_
6,",",",","$,","$,",_,4,punct,_,_,_,_,_,_,_
7,antwortete,antwortete,VVFIN,VVFIN,_,8,amod,_,_,_,_,_,_,_
8,finster,finster,ADV,ADV,_,4,appos,_,_,_,_,_,_,_
9,der,der,ART,ART,_,10,det,_,_,_,_,_,_,_
10,Säufer,säufer,NOUN,NN,Number=Sing,8,det,_,_,_,_,_,_,_
11,.,.,$.,$.,_,4,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = - `` Warum säufst du ? '',,,,,,,,,,,,,,
1,-,-,$[,$[,_,3,punct,_,_,_,_,_,_,_
2,``,``,ADJD,ADJD,_,3,punct,_,_,_,_,_,_,_
3,Warum,warum,PWAV,PWAV,_,0,root,_,_,_,_,_,_,_
4,säufst,säufst,ADV,ADV,_,3,name,_,_,_,_,_,_,_
5,du,du,PPER,PPER,_,4,case,_,_,_,_,_,_,_
6,?,?,$.,$.,_,5,punct,_,_,_,_,_,_,_
7,'','',VVFIN,VVFIN,_,3,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = , fragte ihn der kleine Prinz .",,,,,,,,,,,,,,
1,",",",","$,","$,",_,2,punct,_,_,_,_,_,_,_
2,fragte,fragte,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,ihn,ihn,PPER,PPER,_,2,dobj,_,_,_,_,_,_,_
4,der,der,ART,ART,_,6,det,_,_,_,_,_,_,_
5,kleine,kleine,ADJA,ADJA,_,6,amod,_,_,_,_,_,_,_
6,Prinz,prinz,NOUN,NN,Number=Sing,2,nsubj,_,_,_,_,_,_,_
7,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = - `` Um zu vergessen '' , sagte der Säufer .",,,,,,,,,,,,,,
1,-,-,$[,$[,_,5,punct,_,_,_,_,_,_,_
2,``,``,ADV,ADV,_,5,punct,_,_,_,_,_,_,_
3,Um,um,KOUI,KOUI,_,5,mark,_,_,1:1,_,um zu,p.Purpose,p.Purpose
4,zu,zu,PTKZU,PTKZU,_,5,aux,_,_,1:2,_,_,_,_
5,vergessen,vergessen,VVINF,VVINF,_,0,root,_,_,_,_,_,_,_
6,'','',VVFIN,VVFIN,_,5,punct,_,_,_,_,_,_,_
7,",",",","$,","$,",_,5,punct,_,_,_,_,_,_,_
8,sagte,sagte,VVFIN,VVFIN,_,5,acl,_,_,_,_,_,_,_
9,der,der,ART,ART,_,10,det,_,_,_,_,_,_,_
10,Säufer,säufer,NOUN,NN,Number=Sing,8,det,_,_,_,_,_,_,_
11,.,.,$.,$.,_,5,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = - `` Um was zu vergessen ? '',,,,,,,,,,,,,,
1,-,-,$[,$[,_,6,punct,_,_,_,_,_,_,_
2,``,``,NOUN,NN,Number=Sing,6,aux,_,_,_,_,_,_,_
3,Um,um,KOUI,KOUI,_,6,mark,_,_,1:1,_,um zu,p.Purpose,p.Purpose
4,was,was,PIS,PIS,_,6,dobj,_,_,_,_,_,_,_
5,zu,zu,PTKZU,PTKZU,_,6,aux,_,_,1:2,_,_,_,_
6,vergessen,vergessen,VVINF,VVINF,_,0,root,_,_,_,_,_,_,_
7,?,?,$.,$.,_,6,punct,_,_,_,_,_,_,_
8,'','',NOUN,NN,Number=Sing,6,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = , erkundigte sich der kleine Prinz und bedauerte ihn schon .",,,,,,,,,,,,,,
1,",",",","$,","$,",_,2,punct,_,_,_,_,_,_,_
2,erkundigte,erkundigte,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,sich,sich,PRF,PRF,_,2,dobj,_,_,_,_,_,_,_
4,der,der,ART,ART,_,6,det,_,_,_,_,_,_,_
5,kleine,kleine,ADJA,ADJA,_,6,amod,_,_,_,_,_,_,_
6,Prinz,prinz,NOUN,NN,Number=Sing,2,nsubj,_,_,_,_,_,_,_
7,und,und,KON,KON,_,6,cc,_,_,_,_,_,_,_
8,bedauerte,bedauerte,VVFIN,VVFIN,_,6,conj,_,_,_,_,_,_,_
9,ihn,ihn,PPER,PPER,_,2,iobj,_,_,_,_,_,_,_
10,schon,schon,ADV,ADV,_,2,advmod,_,_,_,_,_,_,_
11,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = - `` Um zu vergessen , dass ich mich schäme '' , gab der Säufer zu und senkte den Kopf .",,,,,,,,,,,,,,
1,-,-,$[,$[,_,5,punct,_,_,_,_,_,_,_
2,``,``,ADV,ADV,_,5,punct,_,_,_,_,_,_,_
3,Um,um,KOUI,KOUI,_,5,mark,_,_,1:1,_,um zu,p.Purpose,p.Purpose
4,zu,zu,PTKZU,PTKZU,_,5,aux,_,_,1:2,_,_,_,_
5,vergessen,vergessen,VVINF,VVINF,_,0,root,_,_,_,_,_,_,_
6,",",",","$,","$,",_,5,punct,_,_,_,_,_,_,_
7,dass,dass,KOUS,KOUS,_,10,mark,_,_,_,_,_,_,_
8,ich,ich,PPER,PPER,_,10,nsubj,_,_,_,_,_,_,_
9,mich,mich,PRF,PRF,_,10,dobj,_,_,_,_,_,_,_
10,schäme,schäme,ADV,ADV,_,5,ccomp,_,_,_,_,_,_,_
11,'','',VVFIN,VVFIN,_,10,punct,_,_,_,_,_,_,_
12,",",",","$,","$,",_,5,punct,_,_,_,_,_,_,_
13,gab,gab,VVFIN,VVFIN,_,5,parataxis,_,_,_,_,_,_,_
14,der,der,ART,ART,_,15,det,_,_,_,_,_,_,_
15,Säufer,säufer,NOUN,NN,Number=Sing,13,det,_,_,_,_,_,_,_
16,zu,zu,PTKVZ,PTKVZ,_,13,mark,_,_,_,_,zu,p.Theme,p.Theme
17,und,und,KON,KON,_,13,cc,_,_,_,_,_,_,_
18,senkte,senkte,VVFIN,VVFIN,_,13,conj,_,_,_,_,_,_,_
19,den,den,ART,ART,_,20,det,_,_,_,_,_,_,_
20,Kopf,kopf,NOUN,NN,Number=Sing,18,dobj,_,_,_,_,_,_,_
21,.,.,$.,$.,_,5,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = - `` Für was schämst du dich ? '',,,,,,,,,,,,,,
1,-,-,$[,$[,_,5,punct,_,_,_,_,_,_,_
2,``,``,NE,NE,_,5,punct,_,_,_,_,_,_,_
3,Für,für,APPR,APPR,_,5,case,_,_,_,_,für,p.Topic,p.Topic
4,was,was,PRELS,PRELS,_,5,nsubj,_,_,_,_,_,_,_
5,schämst,schämst,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
6,du,du,PPER,PPER,_,7,case,_,_,_,_,_,_,_
7,dich,dich,PPER,PPER,_,5,nmod,_,_,_,_,_,_,_
8,?,?,$.,$.,_,5,punct,_,_,_,_,_,_,_
9,'','',NOUN,NN,Number=Sing,5,punct,_,_,_,_,_,_,_
